latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
36.83757,-87.19798,316.8,0.47,0.4,2021-06-24,0754,1,nominal,2.0NRT,287.5,1.6,N
37.05374,-88.62727,302.7,0.42,0.38,2021-06-24,0754,1,nominal,2.0NRT,283.7,0.4,N
35.34126,-80.82584,305.9,0.35,0.57,2021-06-24,0754,1,nominal,2.0NRT,285.7,1.3,N
37.41479,-91.06075,296.5,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,282.5,0.3,N
37.70636,-93.4227,302.3,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,291.3,0.3,N
35.97871,-83.95681,323.5,0.46,0.47,2021-06-24,0754,1,nominal,2.0NRT,290.1,2.8,N
34.80245,-80.04827,305.1,0.4,0.6,2021-06-24,0754,1,nominal,2.0NRT,278.3,0.7,N
35.56989,-84.29673,298.1,0.45,0.47,2021-06-24,0754,1,nominal,2.0NRT,286.8,0.1,N
37.19494,-93.75383,302.2,0.42,0.37,2021-06-24,0754,1,nominal,2.0NRT,290.8,0.5,N
35.93497,-86.37475,301.9,0.53,0.42,2021-06-24,0754,1,nominal,2.0NRT,289.3,0.7,N
36.00622,-87.04781,297.9,0.49,0.4,2021-06-24,0754,1,nominal,2.0NRT,287.3,0.5,N
34.6622,-81.51212,297.6,0.34,0.56,2021-06-24,0754,1,nominal,2.0NRT,284.7,0.8,N
36.62931,-91.68468,303.5,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,289.4,0.4,N
35.9477,-89.71621,307.8,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,289.3,1.3,N
35.93694,-89.71442,341.3,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,291.3,5.6,N
35.72692,-88.80988,313.9,0.43,0.38,2021-06-24,0754,1,nominal,2.0NRT,283.4,2,N
35.89084,-89.7786,330.1,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,290.3,11.6,N
36.54065,-94.24209,305.3,0.42,0.38,2021-06-24,0754,1,nominal,2.0NRT,287.9,0.7,N
35.99746,-91.67535,305.6,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,290.4,0.7,N
35.58535,-89.26511,299.1,0.42,0.37,2021-06-24,0754,1,nominal,2.0NRT,288.3,0.3,N
35.64973,-89.93338,332.6,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,292.9,3.1,N
35.64307,-89.9351,312.9,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,292.6,1.9,N
35.79389,-91.7466,306.7,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,290.6,0.8,N
36.52043,-97.84033,315.2,0.4,0.44,2021-06-24,0754,1,nominal,2.0NRT,295.2,3.9,N
35.65298,-91.24377,305.8,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,291.9,0.9,N
35.21851,-88.9548,297.9,0.43,0.38,2021-06-24,0754,1,nominal,2.0NRT,287,0.3,N
35.71965,-92.23708,301.3,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,290.7,0.3,N
35.46604,-91.07994,303.2,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,291.7,0.4,N
34.24033,-84.79755,322.7,0.45,0.47,2021-06-24,0754,1,nominal,2.0NRT,290.6,2.6,N
33.01514,-79.88483,367,0.45,0.63,2021-06-24,0754,1,high,2.0NRT,289.1,10.5,N
33.00708,-79.8776,305.8,0.45,0.63,2021-06-24,0754,1,nominal,2.0NRT,288.9,1.3,N
33.00554,-79.87637,303.5,0.46,0.63,2021-06-24,0754,1,nominal,2.0NRT,289.1,1.1,N
34.64019,-87.09209,306.3,0.51,0.41,2021-06-24,0754,1,nominal,2.0NRT,290.4,6.6,N
34.63912,-87.08662,317.1,0.51,0.41,2021-06-24,0754,1,nominal,2.0NRT,292.1,6.6,N
33.09034,-80.34187,301.5,0.43,0.62,2021-06-24,0754,1,nominal,2.0NRT,288.6,0.5,N
34.87636,-88.42443,308.4,0.45,0.39,2021-06-24,0754,1,nominal,2.0NRT,289.4,1,N
34.65794,-87.43956,299.6,0.5,0.41,2021-06-24,0754,1,nominal,2.0NRT,287.3,0.7,N
34.80539,-88.32155,309.6,0.45,0.39,2021-06-24,0754,1,nominal,2.0NRT,290.3,1.9,N
34.34494,-86.06961,300.7,0.39,0.44,2021-06-24,0754,1,nominal,2.0NRT,288.5,0.4,N
35.31026,-91.55422,331.6,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,292.3,2.7,N
35.41044,-93.77154,305.1,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,293.1,0.8,N
36.22628,-102.5461,305.8,0.36,0.58,2021-06-24,0754,1,nominal,2.0NRT,291.2,0.6,N
35.52753,-95.47235,304.9,0.46,0.39,2021-06-24,0754,1,nominal,2.0NRT,292.9,0.5,N
35.77677,-97.74281,316.1,0.39,0.44,2021-06-24,0754,1,nominal,2.0NRT,295.9,2.1,N
35.03621,-92.44208,314.6,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,292.5,1.1,N
34.01992,-86.82298,303.3,0.54,0.42,2021-06-24,0754,1,nominal,2.0NRT,288.7,0.3,N
33.96437,-87.15665,306.7,0.52,0.42,2021-06-24,0754,1,nominal,2.0NRT,290.5,1.2,N
33.73489,-86.15231,304.4,0.39,0.44,2021-06-24,0754,1,nominal,2.0NRT,290.1,1,N
32.5604,-81.23817,303.9,0.39,0.59,2021-06-24,0754,1,nominal,2.0NRT,289,0.5,N
34.61334,-92.1066,329.3,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,293.4,4,N
34.61006,-92.10735,304.4,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,292.2,0.7,N
33.58202,-86.77731,302.9,0.55,0.43,2021-06-24,0754,1,nominal,2.0NRT,291.5,1.4,N
33.56638,-86.80045,307.3,0.55,0.43,2021-06-24,0754,1,nominal,2.0NRT,291.2,1.3,N
33.5327,-86.75487,320.4,0.56,0.43,2021-06-24,0754,1,nominal,2.0NRT,291.7,3.1,N
35.53686,-101.89626,346.8,0.33,0.55,2021-06-24,0754,1,nominal,2.0NRT,295.1,3.1,N
34.4858,-93.17004,304.3,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,291.1,0.6,N
33.24792,-86.82116,301.2,0.56,0.43,2021-06-24,0754,1,nominal,2.0NRT,290.2,0.9,N
33.22243,-86.81625,310.9,0.56,0.43,2021-06-24,0754,1,nominal,2.0NRT,291.5,1.2,N
33.21767,-86.79292,305.7,0.56,0.43,2021-06-24,0754,1,nominal,2.0NRT,291,1.2,N
33.18092,-86.75349,305.3,0.56,0.43,2021-06-24,0754,1,nominal,2.0NRT,291.2,2,N
33.44963,-88.57305,304.2,0.46,0.39,2021-06-24,0754,1,nominal,2.0NRT,292,0.8,N
33.44608,-88.57399,305.9,0.46,0.39,2021-06-24,0754,1,nominal,2.0NRT,292,1.5,N
33.44161,-88.57005,320.6,0.46,0.39,2021-06-24,0754,1,nominal,2.0NRT,291.5,1.5,N
33.23502,-87.50528,304.1,0.52,0.41,2021-06-24,0754,1,nominal,2.0NRT,290,1.4,N
33.09349,-86.80444,318.8,0.56,0.43,2021-06-24,0754,1,nominal,2.0NRT,291.4,3.8,N
33.80481,-92.29556,316.6,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,292.5,1.1,N
32.43102,-84.9745,305.2,0.48,0.48,2021-06-24,0754,1,nominal,2.0NRT,291.4,1,N
34.47872,-97.4639,310.5,0.55,0.42,2021-06-24,0754,1,nominal,2.0NRT,295.1,1.5,N
33.96061,-93.94547,342.8,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,296.1,3.8,N
33.95999,-93.94115,321.9,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,294.2,3.8,N
33.95725,-93.94617,321.5,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,293.8,3.8,N
34.03565,-94.55219,306.1,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,293,0.7,N
33.94855,-94.10375,317.5,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,293.3,1.4,N
33.71893,-92.61853,303.4,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,292.7,0.4,N
33.39376,-94.23842,304.7,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,294,0.7,N
32.31308,-90.1354,320.9,0.42,0.38,2021-06-24,0754,1,nominal,2.0NRT,294.6,1.5,N
32.52954,-92.22388,307.7,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,293.9,0.5,N
32.27554,-92.72859,307.9,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,295.8,1,N
32.46068,-97.03307,312.8,0.5,0.41,2021-06-24,0754,1,nominal,2.0NRT,296.3,1.2,N
32.45823,-97.04428,329.5,0.5,0.41,2021-06-24,0754,1,nominal,2.0NRT,295.9,3.8,N
32.45759,-97.03899,323.1,0.5,0.41,2021-06-24,0754,1,nominal,2.0NRT,296.8,2.5,N
32.45695,-97.03368,307.2,0.5,0.41,2021-06-24,0754,1,nominal,2.0NRT,296.6,2.5,N
31.679,-91.87959,306.6,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,293.5,0.6,N
30.94534,-88.00806,329.4,0.53,0.42,2021-06-24,0754,1,nominal,2.0NRT,292.6,4.5,N
30.94263,-88.01455,326.1,0.53,0.42,2021-06-24,0754,1,nominal,2.0NRT,293.4,4.2,N
32.2837,-96.32265,318.5,0.46,0.39,2021-06-24,0754,1,nominal,2.0NRT,295.9,1.7,N
32.24551,-97.55045,310.8,0.52,0.42,2021-06-24,0754,1,nominal,2.0NRT,295.3,1.6,N
32.72228,-103.20084,309.3,0.37,0.58,2021-06-24,0754,1,nominal,2.0NRT,292.5,0.5,N
32.49322,-101.35012,338.1,0.57,0.52,2021-06-24,0754,1,nominal,2.0NRT,294.1,8.9,N
32.47894,-101.64415,310.4,0.59,0.53,2021-06-24,0754,1,nominal,2.0NRT,285.4,1.1,N
32.48051,-101.64408,306.7,0.59,0.53,2021-06-24,0754,1,nominal,2.0NRT,285,1.6,N
32.41167,-101.64034,324.8,0.59,0.53,2021-06-24,0754,1,nominal,2.0NRT,287.1,2.7,N
32.36557,-101.61469,307.5,0.58,0.52,2021-06-24,0754,1,nominal,2.0NRT,287.1,0.4,N
32.36669,-101.61555,301.5,0.58,0.52,2021-06-24,0754,1,nominal,2.0NRT,286.9,1.2,N
32.29009,-101.75202,312.1,0.59,0.53,2021-06-24,0754,1,nominal,2.0NRT,292.1,1.8,N
32.28957,-101.7457,309.1,0.59,0.53,2021-06-24,0754,1,nominal,2.0NRT,289.3,1.3,N
32.21382,-101.93514,308.9,0.61,0.53,2021-06-24,0754,1,nominal,2.0NRT,294.1,1.2,N
30.34399,-88.48652,309.9,0.52,0.41,2021-06-24,0754,1,nominal,2.0NRT,294.6,4.9,N
31.70788,-97.58997,310.8,0.52,0.41,2021-06-24,0754,1,nominal,2.0NRT,294.8,1.2,N
32.1121,-101.81085,301.5,0.6,0.53,2021-06-24,0754,1,nominal,2.0NRT,286.1,0.2,N
32.19839,-103.66145,304.9,0.38,0.59,2021-06-24,0754,1,nominal,2.0NRT,290.9,0.4,N
32.1519,-103.05627,310.5,0.35,0.57,2021-06-24,0754,1,nominal,2.0NRT,293.4,0.6,N
32.19709,-103.65946,311.4,0.38,0.59,2021-06-24,0754,1,nominal,2.0NRT,291.5,0.5,N
32.15209,-103.05482,303.6,0.35,0.57,2021-06-24,0754,1,nominal,2.0NRT,293.6,0.6,N
32.17183,-103.61278,315,0.38,0.59,2021-06-24,0754,1,nominal,2.0NRT,291.5,1,N
32.00723,-102.00478,304.5,0.61,0.53,2021-06-24,0754,1,nominal,2.0NRT,294,1.2,N
31.13458,-94.45083,306.8,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,294,0.6,N
31.48173,-97.23927,307.3,0.49,0.41,2021-06-24,0754,1,nominal,2.0NRT,294.2,0.6,N
30.68549,-91.73804,309.7,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,293.9,1.1,N
30.58527,-91.24163,324.4,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,294.2,2.7,N
30.7505,-92.25084,313.3,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,294.3,1.9,N
30.48417,-91.18224,307.2,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,294.8,2,N
30.48343,-91.17805,312.2,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,296,2.8,N
31.96879,-103.88409,303.9,0.39,0.6,2021-06-24,0754,1,nominal,2.0NRT,291.3,1,N
31.95017,-103.61863,303.6,0.38,0.59,2021-06-24,0754,1,nominal,2.0NRT,291.4,0.4,N
31.95094,-104.11671,304.5,0.41,0.6,2021-06-24,0754,1,nominal,2.0NRT,290.3,0.8,N
30.32812,-91.24142,308.6,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,294.6,1.3,N
30.32403,-91.238,309.7,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,294.5,1.9,N
30.32788,-91.28056,313.8,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,293.8,1.8,N
31.63941,-101.6509,325.9,0.58,0.52,2021-06-24,0754,1,nominal,2.0NRT,295.8,3,N
31.63993,-101.657,308,0.58,0.52,2021-06-24,0754,1,nominal,2.0NRT,294.5,2.3,N
31.64441,-101.76846,338.7,0.59,0.53,2021-06-24,0754,1,nominal,2.0NRT,295.5,12.7,N
31.64389,-101.76225,322.7,0.59,0.52,2021-06-24,0754,1,nominal,2.0NRT,295.8,8.7,N
30.23899,-91.05198,304.9,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,292.9,0.8,N
30.23825,-91.04775,308.8,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,292.3,0.6,N
30.23842,-91.04976,316.7,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,292.8,5.4,N
30.23503,-91.05054,343.3,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,296.8,5.4,N
31.64561,-101.76694,339,0.59,0.52,2021-06-24,0754,1,nominal,2.0NRT,296.7,16.8,N
30.18939,-90.9905,309.4,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,293.1,0.9,N
31.74506,-104.10516,303,0.4,0.6,2021-06-24,0754,1,nominal,2.0NRT,290.3,0.3,N
29.93235,-89.94168,306.9,0.45,0.39,2021-06-24,0754,1,nominal,2.0NRT,295,1.4,N
30.06118,-90.66693,313.8,0.43,0.38,2021-06-24,0754,1,nominal,2.0NRT,295.3,2.1,N
29.93396,-89.97018,308.5,0.45,0.39,2021-06-24,0754,1,nominal,2.0NRT,294.8,1.4,N
30.06204,-90.66528,312.1,0.43,0.38,2021-06-24,0754,1,nominal,2.0NRT,294.5,2.2,N
30.00163,-90.40473,306.8,0.43,0.38,2021-06-24,0754,1,nominal,2.0NRT,294.3,1.5,N
30.00084,-90.40029,311.1,0.44,0.38,2021-06-24,0754,1,nominal,2.0NRT,294.9,1.5,N
30.00005,-90.39585,306.9,0.44,0.38,2021-06-24,0754,1,nominal,2.0NRT,293.9,1.2,N
29.99659,-90.39668,306.9,0.44,0.38,2021-06-24,0754,1,nominal,2.0NRT,294,1.2,N
29.9958,-90.39223,307.8,0.44,0.38,2021-06-24,0754,1,nominal,2.0NRT,294.1,1.2,N
29.99471,-90.40638,307.8,0.43,0.38,2021-06-24,0754,1,nominal,2.0NRT,292.7,1.5,N
30.07775,-90.91746,310.2,0.42,0.38,2021-06-24,0754,1,nominal,2.0NRT,292.8,0.9,N
31.49196,-102.07349,311.6,0.61,0.53,2021-06-24,0754,1,nominal,2.0NRT,294.6,1.5,N
31.62048,-103.82453,301.9,0.39,0.59,2021-06-24,0754,1,nominal,2.0NRT,291.2,0.4,N
31.50203,-102.63941,354.1,0.33,0.55,2021-06-24,0754,1,nominal,2.0NRT,298.1,4.7,N
31.58599,-103.80304,302.4,0.39,0.59,2021-06-24,0754,1,nominal,2.0NRT,291.3,0.5,N
31.39734,-101.97533,317.9,0.6,0.53,2021-06-24,0754,1,nominal,2.0NRT,295.6,3.5,N
31.39625,-101.9627,311.2,0.6,0.53,2021-06-24,0754,1,nominal,2.0NRT,295.2,1.5,N
31.43439,-103.22012,319.3,0.36,0.57,2021-06-24,0754,1,nominal,2.0NRT,294.1,1.2,N
31.43471,-103.21989,321.4,0.36,0.57,2021-06-24,0754,1,nominal,2.0NRT,294.1,1.3,N
30.262,-93.28619,320.8,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,294.9,2.5,N
31.29086,-101.75121,322.3,0.58,0.52,2021-06-24,0754,1,nominal,2.0NRT,295.2,1.7,N
29.68692,-89.97507,305.8,0.45,0.39,2021-06-24,0754,1,nominal,2.0NRT,293.7,2.2,N
30.2431,-93.2738,309.3,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,296.4,3.4,N
29.68339,-89.97591,307.2,0.45,0.39,2021-06-24,0754,1,nominal,2.0NRT,294.2,2.5,N
30.44769,-94.7663,310.3,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,293.8,1.6,N
30.34416,-94.06422,309.4,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,295.3,1.6,N
30.22587,-93.2937,308.7,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,295.4,2,N
31.39966,-103.68574,302.6,0.38,0.59,2021-06-24,0754,1,nominal,2.0NRT,291.3,0.4,N
30.14761,-93.33738,308.5,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,294.5,2.5,N
30.11391,-93.29546,324.3,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,294.6,2.9,N
30.04139,-93.33354,312.2,0.38,0.36,2021-06-24,0754,1,nominal,2.0NRT,294.7,2.7,N
30.01101,-93.99554,306.4,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,294.2,1.9,N
29.98009,-93.94852,308.9,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,294.4,2,N
30.45792,-97.71821,307.5,0.51,0.41,2021-06-24,0754,1,nominal,2.0NRT,294,1.4,N
29.85065,-93.96967,307.1,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,294.6,1.6,N
29.83609,-93.9633,330.6,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,295.2,3.9,N
29.76106,-93.87234,309,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,295,1.6,N
29.75898,-93.88091,311.7,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,295.1,2.4,N
29.75837,-93.87696,313.8,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,295.1,1.4,N
29.75777,-93.87302,307.3,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,294.5,1.4,N
29.82331,-95.24265,308.4,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,294.7,1.8,N
29.73818,-95.16264,309.1,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,294.6,1.8,N
29.72961,-95.22385,323.1,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,294.6,2.7,N
29.72741,-95.23279,311.2,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,294.4,2.4,N
29.71729,-95.2347,307.4,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,295.2,2.2,N
29.90442,-97.25868,308.9,0.48,0.4,2021-06-24,0754,1,nominal,2.0NRT,292.6,1.1,N
29.37474,-94.92515,320.2,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,296.4,1.8,N
29.37652,-94.93732,317.3,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,297.4,2.8,N
29.37415,-94.9211,312.2,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,297,1.8,N
29.36904,-94.90957,312.3,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,297.2,2.9,N
29.34241,-97.11177,306.3,0.46,0.39,2021-06-24,0754,1,nominal,2.0NRT,293.7,0.7,N
29.06884,-95.74803,308.8,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,296.4,1.5,N
29.06602,-95.75287,308.8,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,294.7,2.4,N
29.06543,-95.74865,307.4,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,295,1.5,N
29.06084,-95.74085,315.4,0.41,0.37,2021-06-24,0754,1,nominal,2.0NRT,295.1,2.1,N
29.00239,-95.40121,316.2,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,295.8,2.5,N
28.93748,-95.31905,306.4,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,294.1,2,N
28.93649,-95.33605,306.9,0.4,0.37,2021-06-24,0754,1,nominal,2.0NRT,294.8,1.6,N
28.69885,-96.54539,312.8,0.43,0.38,2021-06-24,0754,1,nominal,2.0NRT,295.1,0.7,N
28.67063,-96.95837,308.5,0.45,0.39,2021-06-24,0754,1,nominal,2.0NRT,294.7,1.7,N
28.51236,-96.77012,307.1,0.44,0.38,2021-06-24,0754,1,nominal,2.0NRT,295,2.3,N
28.14105,-97.85083,305.8,0.49,0.4,2021-06-24,0754,1,nominal,2.0NRT,293.2,1.5,N
27.82317,-97.20037,306,0.45,0.39,2021-06-24,0754,1,nominal,2.0NRT,293.8,2.6,N
27.83014,-97.49073,306.8,0.46,0.39,2021-06-24,0754,1,nominal,2.0NRT,293.7,0.7,N
27.81364,-97.42171,311.5,0.46,0.39,2021-06-24,0754,1,nominal,2.0NRT,293.7,0.6,N
27.81807,-97.48312,308.4,0.46,0.39,2021-06-24,0754,1,nominal,2.0NRT,295.6,1.6,N
27.8156,-97.46438,311.6,0.46,0.39,2021-06-24,0754,1,nominal,2.0NRT,293.4,0.6,N
27.31391,-98.10573,309.5,0.49,0.4,2021-06-24,0754,1,nominal,2.0NRT,293.1,1.1,N
27.31329,-98.10081,307.6,0.49,0.4,2021-06-24,0754,1,nominal,2.0NRT,293.3,1.1,N
26.13109,-94.89958,330.1,0.39,0.36,2021-06-24,0754,1,nominal,2.0NRT,295.5,7.8,N
26.89358,-101.4607,305.9,0.49,0.49,2021-06-24,0754,1,nominal,2.0NRT,288.9,2.8,N
26.88856,-101.45626,320.9,0.49,0.49,2021-06-24,0754,1,nominal,2.0NRT,291.9,2.8,N
26.88909,-101.46124,312.3,0.49,0.49,2021-06-24,0754,1,nominal,2.0NRT,289.9,2.8,N
26.88803,-101.45128,309.7,0.49,0.49,2021-06-24,0754,1,nominal,2.0NRT,291.3,3.5,N
26.87984,-101.41688,308.7,0.49,0.49,2021-06-24,0754,1,nominal,2.0NRT,291.8,2.5,N
26.87932,-101.41193,307.5,0.49,0.49,2021-06-24,0754,1,nominal,2.0NRT,291.9,1.4,N
26.85486,-101.3946,307.5,0.49,0.49,2021-06-24,0754,1,nominal,2.0NRT,290.2,1.2,N
27.03254,-103.37139,307.2,0.33,0.55,2021-06-24,0754,1,nominal,2.0NRT,294.4,1.7,N
27.35817,-109.46465,300.9,0.78,0.78,2021-06-24,0754,1,nominal,2.0NRT,279.4,2.3,N
26.86233,-104.52235,308.9,0.38,0.59,2021-06-24,0754,1,nominal,2.0NRT,290.1,0.5,N
23.01281,-82.74272,304.6,0.53,0.67,2021-06-24,0754,1,nominal,2.0NRT,288.9,1.8,N
23.01311,-82.74461,307.2,0.53,0.67,2021-06-24,0754,1,nominal,2.0NRT,289.5,2.4,N
48.19022,-64.91976,296.4,0.79,0.78,2021-06-24,0748,1,nominal,2.0NRT,279.9,1.2,N
48.18594,-64.92078,297.5,0.79,0.78,2021-06-24,0748,1,nominal,2.0NRT,280.1,1,N
46.04387,-73.14031,310.8,0.43,0.62,2021-06-24,0748,1,nominal,2.0NRT,279,1.4,N
46.04472,-73.1366,296.9,0.43,0.62,2021-06-24,0748,1,nominal,2.0NRT,278.6,1.1,N
49.73991,-96.8647,316.5,0.5,0.49,2021-06-24,0748,1,nominal,2.0NRT,284.8,2.2,N
49.73904,-96.86386,314.5,0.5,0.49,2021-06-24,0748,1,nominal,2.0NRT,284.7,2,N
48.90315,-93.57898,300.3,0.54,0.42,2021-06-24,0748,1,nominal,2.0NRT,283.3,0.7,N
48.88603,-93.60539,298.5,0.54,0.42,2021-06-24,0748,1,nominal,2.0NRT,286,0.8,N
48.88531,-93.59806,300.4,0.54,0.42,2021-06-24,0748,1,nominal,2.0NRT,285.3,0.8,N
48.88216,-93.60626,299.9,0.54,0.42,2021-06-24,0748,1,nominal,2.0NRT,286.1,0.8,N
48.88144,-93.59893,305.8,0.54,0.42,2021-06-24,0748,1,nominal,2.0NRT,286.8,0.8,N
48.8783,-93.60714,301.3,0.54,0.42,2021-06-24,0748,1,nominal,2.0NRT,287.1,1.2,N
48.87759,-93.59982,302.4,0.54,0.42,2021-06-24,0748,1,nominal,2.0NRT,287.5,1.2,N
48.87444,-93.60805,300.8,0.54,0.42,2021-06-24,0748,1,nominal,2.0NRT,286.7,1.2,N
46.57561,-80.78897,295.2,0.57,0.43,2021-06-24,0748,1,nominal,2.0NRT,283.3,0.6,N
49.06854,-100.81342,297.9,0.37,0.58,2021-06-24,0748,1,nominal,2.0NRT,282.8,0.3,N
49.01737,-102.48507,299.5,0.45,0.63,2021-06-24,0748,1,nominal,2.0NRT,282,0.9,N
48.16982,-103.2632,297.5,0.48,0.65,2021-06-24,0748,1,nominal,2.0NRT,282.7,0.6,N
48.10944,-102.86221,295.9,0.46,0.63,2021-06-24,0748,1,nominal,2.0NRT,283,0.8,N
48.11145,-102.86129,296.2,0.46,0.63,2021-06-24,0748,1,nominal,2.0NRT,283.3,0.6,N
47.98891,-103.45229,298.4,0.49,0.65,2021-06-24,0748,1,nominal,2.0NRT,282.5,0.9,N
47.98286,-103.45208,304.8,0.49,0.65,2021-06-24,0748,1,nominal,2.0NRT,281.9,0.9,N
47.95612,-102.6844,295.9,0.45,0.63,2021-06-24,0748,1,nominal,2.0NRT,281.5,0.7,N
47.94458,-102.69131,314.6,0.45,0.63,2021-06-24,0748,1,nominal,2.0NRT,282.8,1.9,N
47.91582,-102.44633,298.9,0.44,0.62,2021-06-24,0748,1,nominal,2.0NRT,282.5,0.9,N
47.90414,-102.44091,295.7,0.44,0.62,2021-06-24,0748,1,nominal,2.0NRT,283.4,0.4,N
47.88079,-102.43056,299.6,0.44,0.62,2021-06-24,0748,1,nominal,2.0NRT,284.3,0.9,N
47.88053,-102.43011,299.6,0.44,0.62,2021-06-24,0748,1,nominal,2.0NRT,284.5,1.2,N
44.1689,-76.80032,299.5,0.33,0.55,2021-06-24,0748,1,nominal,2.0NRT,278.2,0.5,N
47.84052,-102.69636,319,0.45,0.63,2021-06-24,0748,1,nominal,2.0NRT,270.6,1.8,N
47.7882,-103.03535,296.3,0.47,0.64,2021-06-24,0748,1,nominal,2.0NRT,278.5,0.4,N
47.75876,-102.92659,297.1,0.46,0.64,2021-06-24,0748,1,nominal,2.0NRT,278,0.5,N
47.72171,-103.15786,303.9,0.47,0.64,2021-06-24,0748,1,nominal,2.0NRT,278.8,0.9,N
47.72159,-103.15156,302.6,0.47,0.64,2021-06-24,0748,1,nominal,2.0NRT,279.8,0.9,N
47.70511,-102.89821,303.5,0.46,0.63,2021-06-24,0748,1,nominal,2.0NRT,280.4,0.9,N
44.05416,-77.11889,304,0.32,0.55,2021-06-24,0748,1,nominal,2.0NRT,284.2,1,N
47.61585,-102.76285,298.9,0.45,0.63,2021-06-24,0748,1,nominal,2.0NRT,282.7,0.5,N
47.55864,-102.54332,298.4,0.44,0.62,2021-06-24,0748,1,nominal,2.0NRT,276.9,0.5,N
